
S&P 500 INDEX,Last: 5123.6899,Change:  -33.6701
Date: 2024년 3월 10일 오전 9:02 GMT-4,Bid: 5095.1699,Ask: 5164.6899,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Mar 08 2024,SPXW240308C03850000,0,0,1266.9,1282.8,0,0,0,0,0,3850.00,SPXW240308P03850000,0.05,0,0,0.05,0,0,0,0,1277
Fri Mar 08 2024,SPXW240308C03900000,1166.15,0,1216.9,1232.8,0,0,0,0,4,3900.00,SPXW240308P03900000,0.05,0,0,0.05,0,0,0,0,1175
Fri Mar 08 2024,SPXW240308C03950000,1116.23,0,1166.9,1182.8,0,0,0,0,0,3950.00,SPXW240308P03950000,0.05,0,0,0.05,0,0,0,0,2499
Fri Mar 08 2024,SPXW240308C04000000,1131.56,0,1116.9,1132.8,0,0,0,0,2710,4000.00,SPXW240308P04000000,0.05,0,0,0.05,0,0,0,0,6495
Fri Mar 08 2024,SPXW240308C04050000,0,0,1066.9,1082.8,0,0,0,0,0,4050.00,SPXW240308P04050000,0.05,0,0,0.05,0,0,0,0,1620
Fri Mar 08 2024,SPXW240308C04100000,0,0,1016.9,1032.8,0,0,0,0,15,4100.00,SPXW240308P04100000,0.1,0,0,0.05,0,0,0,0,2385
Fri Mar 08 2024,SPXW240308C04125000,0,0,991.9,1007.7,0,0,0,0,0,4125.00,SPXW240308P04125000,0.05,0,0,0.05,0,0,0,0,1093
Fri Mar 08 2024,SPXW240308C04150000,1034.9,24.35,966.9,982.7,18,0,0,0,18,4150.00,SPXW240308P04150000,0.05,0,0,0.05,0,0,0,0,31378
Fri Mar 08 2024,SPXW240308C04175000,0,0,941.9,957.8,0,0,0,0,0,4175.00,SPXW240308P04175000,0.05,0,0,0.05,0,0,0,0,2437
Fri Mar 08 2024,SPXW240308C04200000,927.99,-32.61,916.9,932.8,2,0,0,0,4,4200.00,SPXW240308P04200000,0.05,0,0,0.05,0,0,0,0,32705
Fri Mar 08 2024,SPXW240308C04225000,0,0,891.9,907.7,0,0,0,0,0,4225.00,SPXW240308P04225000,0,0,0,1.05,0,0,0,0,0
Fri Mar 08 2024,SPXW240308C04250000,902.66,-7.99,866.9,882.7,3,0,0,0,7,4250.00,SPXW240308P04250000,0.05,0,0,0.05,0,0,0,0,11005
Fri Mar 08 2024,SPXW240308C04275000,907.23,21.58,841.9,857.8,1,0,0,0,1,4275.00,SPXW240308P04275000,0.05,0.025,0,0.05,10,0,0,0,13331
Fri Mar 08 2024,SPXW240308C04300000,826.1,-34.55,816.9,832.7,9,0,0,0,9,4300.00,SPXW240308P04300000,0.05,0,0,0.05,0,0,0,0,8710
Fri Mar 08 2024,SPXW240308C04320000,838.15,-2.5,796.9,812.8,1,0,0,0,1,4320.00,SPXW240308P04320000,0.05,0,0,0.05,0,0,0,0,158
Fri Mar 08 2024,SPXW240308C04325000,827.7,-7.95,791.9,807.8,3,0,0,0,3,4325.00,SPXW240308P04325000,0.05,0,0,0.05,0,0,0,0,3640
Fri Mar 08 2024,SPXW240308C04330000,821.68,0,786.9,803.6,0,0,0,0,1,4330.00,SPXW240308P04330000,0.05,0,0,0.05,0,0,0,0,1061
Fri Mar 08 2024,SPXW240308C04340000,0,0,776.9,792.8,0,0,0,0,0,4340.00,SPXW240308P04340000,0.05,0,0,0.05,0,0,0,0,681
Fri Mar 08 2024,SPXW240308C04350000,799.12,-11.58,766.9,782.8,8,0,0,0,8,4350.00,SPXW240308P04350000,0.05,0,0,0.05,0,0,0,0,8107
Fri Mar 08 2024,SPXW240308C04360000,0,0,756.9,772.8,0,0,0,0,0,4360.00,SPXW240308P04360000,0.05,0,0,0.05,0,0,0,0,324
Fri Mar 08 2024,SPXW240308C04370000,792.18,1.48,746.9,762.8,4,0,0,0,4,4370.00,SPXW240308P04370000,0.05,0,0,0.05,0,0,0,0,1389
Fri Mar 08 2024,SPXW240308C04375000,770.71,-14.99,741.9,757.8,1,0,0,0,1,4375.00,SPXW240308P04375000,0.05,0,0,0.05,0,0,0,0,6863
Fri Mar 08 2024,SPXW240308C04380000,767.92,-12.78,736.9,753.4,1,0,0,0,2,4380.00,SPXW240308P04380000,0.05,0,0,0.05,0,0,0,0,1732
Fri Mar 08 2024,SPXW240308C04390000,794.47,23.77,726.9,742.8,1,0,0,0,11,4390.00,SPXW240308P04390000,0.05,0,0,0.05,0,0,0,0,659
Fri Mar 08 2024,SPXW240308C04400000,751.7,-9.05,716.9,732.8,1,0,0,0,10,4400.00,SPXW240308P04400000,0.05,0,0,0.05,0,0,0,0,8799
Fri Mar 08 2024,SPXW240308C04410000,717.3,-33.45,706.9,722.8,2,0,0,0,2,4410.00,SPXW240308P04410000,0.05,0,0,0.05,0,0,0,0,473
Fri Mar 08 2024,SPXW240308C04420000,594.89,0,696.9,712.8,0,0,0,0,0,4420.00,SPXW240308P04420000,0.1,0,0,0.05,0,0,0,0,1680
Fri Mar 08 2024,SPXW240308C04425000,722.89,-12.86,691.9,707.8,2,0,0,0,2,4425.00,SPXW240308P04425000,0.05,0,0,0.05,0,0,0,0,890
Fri Mar 08 2024,SPXW240308C04430000,697.3,-33.45,686.9,702.8,3,0,0,0,3,4430.00,SPXW240308P04430000,0.05,0,0,0.05,1,0,0,0,1230
Fri Mar 08 2024,SPXW240308C04440000,729.72,8.97,676.9,692.7,1,0,0,0,1,4440.00,SPXW240308P04440000,0.05,0,0,0.05,0,0,0,0,677
Fri Mar 08 2024,SPXW240308C04450000,703.93,-6.62,666.9,682.8,1,0,0,0,7,4450.00,SPXW240308P04450000,0.05,0,0,0.05,0,0,0,0,3750
Fri Mar 08 2024,SPXW240308C04460000,0,0,656.9,672.8,0,0,0,0,0,4460.00,SPXW240308P04460000,0.05,0,0,0.05,0,0,0,0,442
Fri Mar 08 2024,SPXW240308C04470000,0,0,646.9,662.8,0,0,0,0,0,4470.00,SPXW240308P04470000,0.15,0,0,0.05,0,0,0,0,911
Fri Mar 08 2024,SPXW240308C04475000,685.07,-0.68,641.9,657.8,2,0,0,0,12,4475.00,SPXW240308P04475000,0.05,0,0,0.05,0,0,0,0,995
Fri Mar 08 2024,SPXW240308C04480000,665.51,-15.24,636.9,653.4,2,0,0,0,17,4480.00,SPXW240308P04480000,0.05,0,0,0.05,0,0,0,0,432
Fri Mar 08 2024,SPXW240308C04490000,664.82,0,626.9,642.8,0,0,0,0,11,4490.00,SPXW240308P04490000,0.05,0,0,0.05,0,0,0,0,2278
Fri Mar 08 2024,SPXW240308C04500000,632.08,-28.67,616.9,632.7,24,0,0,0,28,4500.00,SPXW240308P04500000,0.1,0,0,0.05,0,0,0,0,3429
Fri Mar 08 2024,SPXW240308C04510000,580.46,0,606.9,622.8,0,0,0,0,0,4510.00,SPXW240308P04510000,0.05,0,0,0.05,0,0,0,0,440
Fri Mar 08 2024,SPXW240308C04520000,636.01,-4.74,596.9,612.8,4,0,0,0,5,4520.00,SPXW240308P04520000,0.05,0,0,0.05,0,0,0,0,1540
Fri Mar 08 2024,SPXW240308C04525000,607.03,-28.72,591.9,607.8,1,0,0,0,15,4525.00,SPXW240308P04525000,0.05,0,0,0.05,0,0,0,0,346
Fri Mar 08 2024,SPXW240308C04530000,653.97,23.17,586.9,602.8,6,0,0,0,6,4530.00,SPXW240308P04530000,0.05,0,0,0.05,0,0,0,0,1834
Fri Mar 08 2024,SPXW240308C04540000,601.71,0,576.9,592.8,0,0,0,0,2,4540.00,SPXW240308P04540000,0.05,0,0,0.05,0,0,0,0,1009
Fri Mar 08 2024,SPXW240308C04550000,616.9,6.1,566.9,582.7,10,0,0,0,11,4550.00,SPXW240308P04550000,0.05,0,0,0.05,0,0,0,0,4436
Fri Mar 08 2024,SPXW240308C04560000,577.62,-23.18,556.9,572.8,6,0,0,0,7,4560.00,SPXW240308P04560000,0.1,0,0,0.05,0,0,0,0,903
Fri Mar 08 2024,SPXW240308C04570000,588.52,-2.28,546.9,562.7,1,0,0,0,6,4570.00,SPXW240308P04570000,0.05,0,0,0.05,0,0,0,0,680
Fri Mar 08 2024,SPXW240308C04575000,556.8,-28.15,541.9,557.8,14,0,0,0,14,4575.00,SPXW240308P04575000,0.1,0,0,0.05,0,0,0,0,3865
Fri Mar 08 2024,SPXW240308C04580000,551.97,-28.88,536.9,552.8,2,0,0,0,3,4580.00,SPXW240308P04580000,0.25,0,0,0.05,0,0,0,0,264
Fri Mar 08 2024,SPXW240308C04590000,554.52,-16.33,526.9,542.8,10,0,0,0,10,4590.00,SPXW240308P04590000,0.25,0,0,0.05,0,0,0,0,442
Fri Mar 08 2024,SPXW240308C04600000,572.6,11.75,516.9,532.8,2,0,0,0,200,4600.00,SPXW240308P04600000,0.05,-0.025,0,0.05,5,0,0,0,2821
Fri Mar 08 2024,SPXW240308C04610000,500.24,0,506.9,522.8,0,0,0,0,11,4610.00,SPXW240308P04610000,0.3,0,0,0.05,0,0,0,0,2360
Fri Mar 08 2024,SPXW240308C04620000,0,0,496.9,512.8,0,0,0,0,0,4620.00,SPXW240308P04620000,0.07,0,0,0.05,0,0,0,0,545
Fri Mar 08 2024,SPXW240308C04625000,547.94,12.09,491.9,507.7,1,0,0,0,19,4625.00,SPXW240308P04625000,0.05,0,0,0.05,1,0,0,0,925
Fri Mar 08 2024,SPXW240308C04630000,0,0,486.9,502.8,0,0,0,0,0,4630.00,SPXW240308P04630000,0.07,0,0,0.05,0,0,0,0,983
Fri Mar 08 2024,SPXW240308C04640000,492.86,-27.99,476.9,492.8,4,0,0,0,3,4640.00,SPXW240308P04640000,0.05,-0.025,0,0.05,1,0,0,0,461
Fri Mar 08 2024,SPXW240308C04650000,497.55,-13.3,466.9,482.8,11,0,0,0,20,4650.00,SPXW240308P04650000,0.05,-0.025,0,0.05,271,0,0,0,3307
Fri Mar 08 2024,SPXW240308C04660000,500.3,0,456.9,472.8,0,0,0,0,3,4660.00,SPXW240308P04660000,0.05,-0.025,0,0.05,1,0,0,0,693
Fri Mar 08 2024,SPXW240308C04670000,484.04,-6.81,446.9,462.8,2,0,0,0,5,4670.00,SPXW240308P04670000,0.07,0,0,0.05,0,0,0,0,8478
Fri Mar 08 2024,SPXW240308C04675000,458.66,-27.19,441.9,457.7,5,0,0,0,111,4675.00,SPXW240308P04675000,0.1,0,0,0.05,0,0,0,0,871
Fri Mar 08 2024,SPXW240308C04680000,475.23,-5.62,436.9,452.7,13,0,0,0,13,4680.00,SPXW240308P04680000,0.07,0,0,0.05,0,0,0,0,642
Fri Mar 08 2024,SPXW240308C04690000,465.08,-5.77,426.9,442.8,10,0,0,0,15,4690.00,SPXW240308P04690000,0.05,-0.025,0,0.05,1027,0,0,0,2087
Fri Mar 08 2024,SPXW240308C04700000,428.77,-32.08,416.9,432.7,19,0,0,0,23,4700.00,SPXW240308P04700000,0.05,-0.025,0,0.05,15,0,0,0,4996
Fri Mar 08 2024,SPXW240308C04710000,430.57,-20.33,406.9,422.7,1,0,0,0,9,4710.00,SPXW240308P04710000,0.05,-0.025,0,0.05,12,0,0,0,878
Fri Mar 08 2024,SPXW240308C04715000,0,0,401.9,417.8,0,0,0,0,0,4715.00,SPXW240308P04715000,0.07,0,0,0.05,0,0,0,0,432
Fri Mar 08 2024,SPXW240308C04720000,409.6,-31.3,396.9,412.8,20,0,0,0,21,4720.00,SPXW240308P04720000,0.05,-0.025,0,0.05,6,0,0,0,438
Fri Mar 08 2024,SPXW240308C04725000,411.25,-24.65,391.9,407.8,5,0,0,0,205,4725.00,SPXW240308P04725000,0.05,-0.025,0,0.05,4,0,0,0,3652
Fri Mar 08 2024,SPXW240308C04730000,450.92,20.02,386.9,402.7,19,0,0,0,16,4730.00,SPXW240308P04730000,0.1,0,0,0.05,0,0,0,0,4315
Fri Mar 08 2024,SPXW240308C04735000,444.63,18.73,384.9,397.8,16,0,0,0,19,4735.00,SPXW240308P04735000,0.07,0,0,0.05,0,0,0,0,4702
Fri Mar 08 2024,SPXW240308C04740000,445.37,24.47,376.9,392.8,12,0,0,0,18,4740.00,SPXW240308P04740000,0.1,0,0,0.05,0,0,0,0,308
Fri Mar 08 2024,SPXW240308C04745000,440.32,24.42,374.9,387.8,12,0,0,0,23,4745.00,SPXW240308P04745000,0.05,-0.025,0,0.05,1,0,0,0,571
Fri Mar 08 2024,SPXW240308C04750000,414.83,3.93,366.9,382.7,32,0,0,0,243,4750.00,SPXW240308P04750000,0.05,-0.025,0,0.05,17,0,0,0,4745
Fri Mar 08 2024,SPXW240308C04755000,431.71,25.81,364.9,377.8,12,0,0,0,212,4755.00,SPXW240308P04755000,0.1,0,0,0.05,0,0,0,0,232
Fri Mar 08 2024,SPXW240308C04760000,387.79,-13.11,356.9,372.7,1400,0,0,0,1401,4760.00,SPXW240308P04760000,0.07,0,0,0.05,0,0,0,0,3153
Fri Mar 08 2024,SPXW240308C04765000,387.33,0,354.9,367.8,0,0,0,0,1,4765.00,SPXW240308P04765000,0.05,0,0,0.05,0,0,0,0,581
Fri Mar 08 2024,SPXW240308C04770000,370.54,-20.36,349.9,362.8,658,0,0,0,669,4770.00,SPXW240308P04770000,0.05,-0.025,0,0.05,4,0,0,0,8378
Fri Mar 08 2024,SPXW240308C04775000,352.73,0,341.9,357.8,0,0,0,0,41,4775.00,SPXW240308P04775000,0.05,-0.025,0,0.05,11,0,0,0,1163
Fri Mar 08 2024,SPXW240308C04780000,341.74,0,336.9,352.8,0,0,0,0,23,4780.00,SPXW240308P04780000,0.05,-0.025,0,0.05,1,0,0,0,701
Fri Mar 08 2024,SPXW240308C04785000,308.15,0,334.9,347.8,0,0,0,0,11,4785.00,SPXW240308P04785000,0.05,-0.025,0,0.05,2,0,0,0,508
Fri Mar 08 2024,SPXW240308C04790000,316.03,0,326.9,342.8,0,0,0,0,20,4790.00,SPXW240308P04790000,0.1,0,0,0.05,0,0,0,0,1521
Fri Mar 08 2024,SPXW240308C04795000,347.72,0,324.9,337.8,0,0,0,0,6,4795.00,SPXW240308P04795000,0.05,-0.025,0,0.05,4,0,0,0,551
Fri Mar 08 2024,SPXW240308C04800000,329.65,-31.15,316.9,332.7,4,0,0,0,132,4800.00,SPXW240308P04800000,0.05,-0.025,0,0.05,5,0,0,0,13293
Fri Mar 08 2024,SPXW240308C04805000,318.83,0,311.9,327.7,0,0,0,0,11,4805.00,SPXW240308P04805000,0.05,-0.025,0,0.05,2,0,0,0,997
Fri Mar 08 2024,SPXW240308C04810000,331.83,-18.97,306.9,322.8,1,0,0,0,118,4810.00,SPXW240308P04810000,0.11,0,0,0.05,0,0,0,0,2283
Fri Mar 08 2024,SPXW240308C04815000,293.87,0,301.9,317.8,0,0,0,0,3,4815.00,SPXW240308P04815000,0.1,0,0,0.05,0,0,0,0,848
Fri Mar 08 2024,SPXW240308C04820000,363.53,22.68,296.9,312.8,2,0,0,0,35,4820.00,SPXW240308P04820000,0.05,-0.025,0,0.05,6,0,0,0,647
Fri Mar 08 2024,SPXW240308C04825000,296.8,-39.15,291.9,307.7,2,0,0,0,147,4825.00,SPXW240308P04825000,0.1,0,0,0.05,0,0,0,0,4452
Fri Mar 08 2024,SPXW240308C04830000,310,0,289.9,302.8,0,0,0,0,20,4830.00,SPXW240308P04830000,0.05,-0.025,0,0.05,2,0,0,0,6156
Fri Mar 08 2024,SPXW240308C04835000,330.23,4.28,284.9,297.8,2,0,0,0,12,4835.00,SPXW240308P04835000,0.05,-0.025,0,0.05,1,0,0,0,4899
Fri Mar 08 2024,SPXW240308C04840000,282.5,-38.45,276.9,292.8,6,0,0,0,31,4840.00,SPXW240308P04840000,0.1,0,0,0.05,0,0,0,0,827
Fri Mar 08 2024,SPXW240308C04845000,323.1,7.15,274.9,287.8,1,0,0,0,11,4845.00,SPXW240308P04845000,0.1,0,0,0.05,0,0,0,0,1712
Fri Mar 08 2024,SPXW240308C04850000,307.53,0,269.9,282.8,0,0,0,0,471,4850.00,SPXW240308P04850000,0.05,-0.025,0,0.05,5,0,0,0,6847
Fri Mar 08 2024,SPXW240308C04855000,300.92,0,264.9,277.8,0,0,0,0,23,4855.00,SPXW240308P04855000,0.15,0,0,0.05,0,0,0,0,484
Fri Mar 08 2024,SPXW240308C04860000,269.93,-31.07,259.9,272.8,17,0,0,0,134,4860.00,SPXW240308P04860000,0.05,-0.025,0,0.05,9,0,0,0,5966
Fri Mar 08 2024,SPXW240308C04865000,262,-34,254.9,267.8,18,0,0,0,25,4865.00,SPXW240308P04865000,0.05,-0.05,0,0.05,6,0,0,0,838
Fri Mar 08 2024,SPXW240308C04870000,271.78,-19.22,246.9,262.8,6,0,0,0,128,4870.00,SPXW240308P04870000,0.05,-0.05,0,0.05,3,0,0,0,733
Fri Mar 08 2024,SPXW240308C04875000,257.19,-28.81,241.9,257.7,16,0,0,0,127,4875.00,SPXW240308P04875000,0.05,-0.025,0,0.05,14,0,0,0,2582
Fri Mar 08 2024,SPXW240308C04880000,252.12,-28.88,236.9,252.7,12,0,0,0,106,4880.00,SPXW240308P04880000,0.05,-0.05,0,0.05,6,0,0,0,1396
Fri Mar 08 2024,SPXW240308C04885000,302.63,26.63,231.9,247.7,5,0,0,0,18,4885.00,SPXW240308P04885000,0.05,-0.05,0,0.05,20,0,0,0,1030
Fri Mar 08 2024,SPXW240308C04890000,245.44,-25.56,226.9,242.8,16,0,0,0,189,4890.00,SPXW240308P04890000,0.05,-0.075,0,0.05,5,0,0,0,1229
Fri Mar 08 2024,SPXW240308C04895000,240.46,-25.54,221.9,237.8,14,0,0,0,30,4895.00,SPXW240308P04895000,0.05,-0.075,0,0.05,107,0,0,0,704
Fri Mar 08 2024,SPXW240308C04900000,229,-32,216.9,232.7,363,0,0,0,852,4900.00,SPXW240308P04900000,0.03,-0.095,0,0.05,18,0,0,0,10830
Fri Mar 08 2024,SPXW240308C04905000,250.1,-5.9,211.9,228.4,404,0,0,0,432,4905.00,SPXW240308P04905000,0.15,0,0,0.05,0,0,0,0,1217
Fri Mar 08 2024,SPXW240308C04910000,238.77,-12.28,207.7,219.8,3,0,0,0,79,4910.00,SPXW240308P04910000,0.12,0,0,0.05,0,0,0,0,925
Fri Mar 08 2024,SPXW240308C04915000,238.5,0,202.7,214.8,0,0,0,0,71,4915.00,SPXW240308P04915000,0.05,-0.075,0,0.05,1,0,0,0,1460
Fri Mar 08 2024,SPXW240308C04920000,219.45,-21.4,197.7,209.8,3,0,0,0,192,4920.00,SPXW240308P04920000,0.05,-0.075,0,0.05,60,0,0,0,2917
Fri Mar 08 2024,SPXW240308C04925000,238.77,2.72,194.9,204.8,2,0,0,0,301,4925.00,SPXW240308P04925000,0.05,-0.075,0,0.05,3,0,0,0,3374
Fri Mar 08 2024,SPXW240308C04930000,200.79,-30.26,188.8,199.8,3,0,0,0,384,4930.00,SPXW240308P04930000,0.15,0,0,0.05,0,0,0,0,3805
Fri Mar 08 2024,SPXW240308C04935000,193.9,-32.15,184,194.8,1,0,0,0,95,4935.00,SPXW240308P04935000,0.05,-0.075,0,0.05,31,0,0,0,822
Fri Mar 08 2024,SPXW240308C04940000,188.9,-32.05,179,189.8,24,0,0,0,447,4940.00,SPXW240308P04940000,0.05,-0.075,0,0.05,2,0,0,0,1593
Fri Mar 08 2024,SPXW240308C04945000,216.71,0.76,174,184.8,4,0,0,0,123,4945.00,SPXW240308P04945000,0.05,-0.075,0,0.05,7,0,0,0,9128
Fri Mar 08 2024,SPXW240308C04950000,179.61,-31.34,169,179.8,50,0,0,0,835,4950.00,SPXW240308P04950000,0.05,-0.075,0,0.05,14,0,0,0,6410
Fri Mar 08 2024,SPXW240308C04955000,185.56,-20.49,164,174.8,2,0,0,0,81,4955.00,SPXW240308P04955000,0.05,-0.075,0,0.05,22,0,0,0,1845
Fri Mar 08 2024,SPXW240308C04960000,172.73,-28.32,159,169.8,25,0,0,0,173,4960.00,SPXW240308P04960000,0.05,-0.075,0,0.05,31,0,0,0,3210
Fri Mar 08 2024,SPXW240308C04965000,179.6,-16.45,154,164.8,10,0,0,0,279,4965.00,SPXW240308P04965000,0.05,-0.075,0,0.05,12,0,0,0,1590
Fri Mar 08 2024,SPXW240308C04970000,162.63,-28.47,149,159.8,58,0,0,0,397,4970.00,SPXW240308P04970000,0.05,-0.075,0,0.05,18,0,0,0,1797
Fri Mar 08 2024,SPXW240308C04975000,153,-33.1,144,154.8,12,0,0,0,640,4975.00,SPXW240308P04975000,0.05,-0.1,0,0.05,88,0,0,0,7337
Fri Mar 08 2024,SPXW240308C04980000,162.78,-18.32,139,147.7,13,0,0,0,355,4980.00,SPXW240308P04980000,0.05,-0.125,0,0.05,22,0,0,0,1935
Fri Mar 08 2024,SPXW240308C04985000,143.52,-32.58,134,142.8,13,0,0,0,232,4985.00,SPXW240308P04985000,0.05,-0.1,0,0.05,28,0,0,0,5553
Fri Mar 08 2024,SPXW240308C04990000,155.94,-15.16,129,139.8,14,0,0,0,388,4990.00,SPXW240308P04990000,0.05,-0.125,0,0.05,406,0,0,0,3241
Fri Mar 08 2024,SPXW240308C04995000,133.26,-32.84,124,134.8,14,0,0,0,222,4995.00,SPXW240308P04995000,0.05,-0.125,0,0.05,6822,0,0,0,9845
Fri Mar 08 2024,SPXW240308C05000000,125.5,-35.6,119,129.8,337,0,0,0,5019,5000.00,SPXW240308P05000000,0.05,-0.125,0,0.05,821,0,0,0,11349
Fri Mar 08 2024,SPXW240308C05005000,123.21,-32.94,114,124.8,19,0,0,0,302,5005.00,SPXW240308P05005000,0.05,-0.125,0,0.05,612,0,0,0,1277
Fri Mar 08 2024,SPXW240308C05010000,119.21,-31.84,109,119.8,15,0,0,0,302,5010.00,SPXW240308P05010000,0.05,-0.175,0,0.05,8914,0,0,0,8200
Fri Mar 08 2024,SPXW240308C05015000,126.77,-19.38,105.9,113.5,90,0,0,0,511,5015.00,SPXW240308P05015000,0.05,-0.175,0,0.05,1336,0,0,0,1457
Fri Mar 08 2024,SPXW240308C05020000,115.34,-25.86,100.9,108.5,220,0,0,0,1369,5020.00,SPXW240308P05020000,0.05,-0.175,0,0.05,1849,0,0,0,1854
Fri Mar 08 2024,SPXW240308C05025000,110.36,-25.84,95.9,103.5,27,0,0,0,4733,5025.00,SPXW240308P05025000,0.05,-0.175,0,0.05,3782,0,0,0,9209
Fri Mar 08 2024,SPXW240308C05030000,99.65,-31.55,90.9,98.5,133,0,0,0,3133,5030.00,SPXW240308P05030000,0.05,-0.2,0,0.05,3232,0,0,0,3526
Fri Mar 08 2024,SPXW240308C05035000,101.7,-24.4,85.9,93.5,25,0,0,0,520,5035.00,SPXW240308P05035000,0.05,-0.225,0,0.05,2229,0,0,0,2236
Fri Mar 08 2024,SPXW240308C05040000,92.24,-28.91,80.9,88.5,159,0,0,0,515,5040.00,SPXW240308P05040000,0.05,-0.25,0,0.05,4042,0,0,0,3080
Fri Mar 08 2024,SPXW240308C05045000,88.37,-27.93,75.9,83.5,138,0,0,0,763,5045.00,SPXW240308P05045000,0.05,-0.275,0,0.05,4230,0,0,0,1568
Fri Mar 08 2024,SPXW240308C05050000,79.89,-31.41,70.9,78.5,198,0,0,0,2028,5050.00,SPXW240308P05050000,0.05,-0.325,0,0.05,7878,0,0,0,6961
Fri Mar 08 2024,SPXW240308C05055000,90.52,-15.73,65.9,73.5,46,0,0,0,283,5055.00,SPXW240308P05055000,0.05,-0.375,0,0.05,4509,0,0,0,1497
Fri Mar 08 2024,SPXW240308C05060000,75.15,-26.05,61.2,68.5,176,0,0,0,857,5060.00,SPXW240308P05060000,0.05,-0.425,0,0.05,9181,0,0,0,1943
Fri Mar 08 2024,SPXW240308C05065000,64.55,-31.9,56.2,61.6,650,0,0,0,1135,5065.00,SPXW240308P05065000,0.05,-0.475,0,0.05,7401,0,0,0,3162
Fri Mar 08 2024,SPXW240308C05070000,57.8,-33.55,51.2,58.5,463,0,0,0,1793,5070.00,SPXW240308P05070000,0.05,-0.575,0,0.05,8754,0,0,0,3863
Fri Mar 08 2024,SPXW240308C05075000,54.63,-31.82,46.5,53.5,259,0,0,0,2577,5075.00,SPXW240308P05075000,0.05,-0.7,0,0.05,11755,0,0,0,5293
